Date,Open,High,Low,Close,Adj Close,Volume
2025-09-12,74.24,74.28,71.93,73.0,72.54,11806000
2025-09-15,73.18,73.21,72.58,73.03,72.57,10323800
2025-09-16,72.8,73.38,72.09,72.75,72.29,8813600
2025-09-17,73.07,73.32,71.61,72.31,71.85,11108700
2025-09-18,73.44,73.6,71.63,72.1,71.64,14918400
2025-09-19,72.01,72.25,70.74,70.89,70.44,33415600
2025-09-22,70.79,72.49,70.43,71.28,70.83,12336300
2025-09-23,71.57,72.42,70.73,70.93,70.48,10432400
2025-09-24,70.67,71.53,70.45,71.22,70.77,10024500
2025-09-25,71.16,71.16,69.05,69.24,68.8,13075300
2025-09-26,69.38,69.44,68.03,69.31,68.87,15627600
2025-09-29,69.77,69.96,68.74,69.55,69.11,18479300
2025-09-30,70.07,70.21,68.82,69.73,69.29,40567700
2025-10-01,74.35,74.69,71.61,74.2,73.73,57921900
2025-10-02,75.0,76.97,73.88,74.57,74.1,26254400
2025-10-03,74.78,74.78,71.92,71.93,71.47,18794900
2025-10-06,72.02,72.39,71.01,71.17,70.72,14039600
2025-10-07,71.23,71.58,68.9,68.91,68.47,17368000
2025-10-08,68.91,69.43,68.67,69.09,68.65,13051800
2025-10-09,69.55,69.66,67.89,68.06,67.63,13410900
2025-10-10,68.18,68.49,64.88,65.22,64.81,18806100
2025-10-13,65.7,67.52,65.55,67.38,66.95,13191200
2025-10-14,66.47,68.0,66.06,67.64,67.21,9483700
2025-10-15,68.58,69.53,68.13,68.46,68.03,13001500
2025-10-16,68.6,69.04,66.58,66.84,66.42,15349700
2025-10-17,66.63,67.77,66.32,67.37,66.94,10054000
2025-10-20,67.56,68.18,67.47,67.62,67.19,9670000
2025-10-21,67.75,69.29,67.41,68.36,67.93,9659200
2025-10-22,68.22,69.36,67.96,69.08,68.64,8096100
2025-10-23,69.09,69.89,68.74,69.68,69.24,9124900
2025-10-24,69.71,70.08,68.91,69.11,68.67,7102900
2025-10-27,70.04,70.44,68.26,68.59,68.15,9838100
2025-10-28,68.11,68.61,67.05,67.43,67.0,11262400
2025-10-29,67.01,67.19,64.95,65.35,64.94,15143100
2025-10-30,65.18,66.0,64.57,64.9,64.49,13895200
2025-10-31,65.0,65.25,64.25,64.59,64.18,17822500
2025-11-03,64.72,64.85,62.34,62.65,62.25,22633300
2025-11-04,62.42,62.59,61.12,61.23,60.84,13725400
2025-11-05,61.28,62.85,60.86,62.11,61.72,20979800
2025-11-06,61.88,62.48,61.67,61.89,61.5,15164600
2025-11-07,61.74,62.18,60.29,61.09,60.7,15504800
2025-11-10,61.75,62.09,60.49,60.8,60.41,13063100
2025-11-11,61.73,63.6,61.24,63.15,62.75,17646400
2025-11-12,64.1,65.19,63.74,64.2,63.79,14812200
2025-11-13,65.71,66.26,64.88,66.03,65.61,21923600
2025-11-14,64.94,65.06,63.75,64.17,63.76,17760100
2025-11-17,63.07,63.54,62.26,62.9,62.5,17064700
2025-11-18,62.4,62.76,61.68,62.49,62.09,14614600
2025-11-19,62.43,63.22,62.01,62.64,62.24,11732100
2025-11-20,62.95,63.83,61.41,61.43,61.04,13886600
2025-11-21,62.01,63.5,61.54,62.8,62.4,12476900
2025-11-24,62.51,63.07,61.93,61.93,61.54,16681700
2025-11-25,62.34,64.12,61.87,63.68,63.28,11527200
2025-11-26,63.5,64.87,62.97,64.33,63.92,13791000
2025-11-28,64.47,64.78,63.97,64.63,64.22,4941400
2025-12-01,63.77,65.99,63.58,65.39,65.39,12047300
2025-12-02,65.45,65.47,64.58,64.93,64.93,9051200
2025-12-03,65.08,66.66,64.98,65.65,65.65,12028300
2025-12-04,65.6,66.1,65.01,65.69,65.69,10619500
2025-12-05,65.7,66.08,64.88,65.86,65.86,10917900
2025-12-08,65.6,65.8,63.27,63.54,63.54,12867300
2025-12-09,63.51,63.95,62.97,63.33,63.33,9300200
2025-12-10,63.98,66.15,63.76,65.79,65.79,20302100
2025-12-11,65.83,67.82,65.56,67.74,67.74,16153500
2025-12-12,68.17,69.14,67.12,67.47,67.47,14829200
2025-12-15,67.41,68.35,66.69,67.78,67.78,15287500
2025-12-16,67.29,68.2,66.74,67.12,67.12,16376700
2025-12-17,66.56,66.83,65.62,65.69,65.69,13205500
2025-12-18,66.01,67.0,65.4,65.63,65.63,35650000
2025-12-19,59.2,60.38,58.22,58.71,58.71,108652700
2025-12-22,58.99,59.08,57.14,57.22,57.22,38695900
2025-12-23,57.18,57.6,56.99,57.34,57.34,23276700
2025-12-24,58.88,60.58,58.88,60.0,60.0,36073300
2025-12-26,60.0,60.93,59.86,60.93,60.93,22303600
2025-12-29,60.54,61.75,60.51,61.21,61.21,18062100
2025-12-30,61.3,61.3,60.64,61.19,61.19,13507800
2025-12-31,62.25,64.2,61.92,63.71,63.71,35457400
2026-01-02,64.0,64.13,62.55,63.28,63.28,22284100
2026-01-05,63.74,65.37,63.39,64.53,64.53,23482500
2026-01-06,64.06,65.43,63.41,65.35,65.35,19973200
2026-01-07,65.52,65.61,63.19,63.22,63.22,18284100
2026-01-08,62.18,65.74,61.7,65.26,65.26,21573900
2026-01-09,65.11,66.54,64.4,65.92,65.92,18470400
2026-01-12,65.25,66.34,64.24,65.64,65.64,13901100
2026-01-13,66.25,67.08,65.85,66.3,66.3,13685200
2026-01-14,66.29,67.13,65.04,65.57,65.57,15939100
2026-01-15,65.76,65.76,64.21,64.59,64.59,13295300
2026-01-16,64.39,64.59,63.68,64.38,64.38,15903000
2026-01-20,63.49,64.58,63.02,63.63,63.63,20406000
2026-01-21,63.88,65.42,63.61,65.41,65.41,17166400
2026-01-22,65.41,66.55,65.25,65.46,65.46,11853700
2026-01-23,65.25,65.45,64.44,65.04,65.04,11243900
2026-01-26,64.81,65.64,64.78,64.99,64.99,14765900
2026-01-27,64.75,64.83,62.88,63.09,63.09,13536700
2026-01-28,63.05,63.48,61.97,62.24,62.24,10363600
2026-01-29,61.93,62.94,61.46,62.6,62.6,12739400
2026-01-30,62.24,62.52,61.02,61.81,61.81,14309200
2026-02-02,61.66,62.57,61.15,62.18,62.18,11006300
2026-02-03,61.78,62.53,60.43,60.93,60.93,17322100
2026-02-04,61.72,64.41,61.51,64.22,64.22,20957700
2026-02-05,64.19,64.58,62.09,62.7,62.7,12468400
