Date,Open,High,Low,Close,Adj Close,Volume
2025-09-30,275.32,279.49,273.83,279.29,278.54,8348800
2025-10-01,278.44,290.48,277.17,288.47,287.69,14620100
2025-10-02,296.52,296.72,287.03,288.11,287.33,10198000
2025-10-03,292.86,296.06,290.49,292.19,291.4,10572500
2025-10-06,300.01,307.3,299.94,302.4,301.59,15785000
2025-10-07,306.62,307.1,293.28,294.03,293.24,13081000
2025-10-08,295.0,306.4,293.98,304.52,303.7,12821200
2025-10-09,302.31,302.83,297.42,299.88,299.07,10259900
2025-10-10,299.96,300.2,280.33,280.66,279.9,23398000
2025-10-13,298.24,304.63,292.32,302.89,302.07,20318300
2025-10-14,295.63,301.75,291.34,295.94,295.14,16567900
2025-10-15,306.29,306.61,300.07,304.71,303.89,20788000
2025-10-16,310.93,311.37,296.69,299.84,299.03,26341500
2025-10-17,298.4,303.3,294.92,295.08,294.29,17633300
2025-10-20,300.0,303.65,297.06,297.7,296.9,13391600
2025-10-21,299.0,299.37,293.66,294.51,293.72,11190500
2025-10-22,293.0,295.2,284.4,288.88,288.1,15409100
2025-10-23,289.8,294.09,289.63,290.73,289.95,10379900
2025-10-24,295.57,297.95,294.39,294.96,294.17,8747000
2025-10-27,298.65,300.48,293.69,298.25,297.45,13615000
2025-10-28,298.32,302.13,296.08,301.53,300.72,11804200
2025-10-29,305.8,307.96,302.38,305.09,304.27,16177300
2025-10-30,303.08,307.31,300.82,303.22,302.4,14507100
2025-10-31,305.99,307.68,296.68,300.43,299.62,12667900
2025-11-03,302.59,310.12,302.12,304.86,304.04,12466600
2025-11-04,296.88,301.99,293.51,294.05,293.26,16224300
2025-11-05,292.62,298.22,291.5,293.64,292.85,10502500
2025-11-06,294.1,294.64,287.38,289.24,288.46,11516900
2025-11-07,285.21,287.89,277.13,286.5,285.73,15715700
2025-11-10,294.36,297.13,291.75,295.27,294.48,10869200
2025-11-11,292.06,294.92,288.91,291.17,290.39,9666300
2025-11-12,293.7,294.87,289.58,290.62,289.84,9715900
2025-11-13,289.17,289.5,280.0,282.2,281.44,13827600
2025-11-14,275.91,286.86,273.23,284.82,284.05,11486800
2025-11-17,281.44,286.53,279.8,282.01,281.25,10227100
2025-11-18,277.55,280.19,272.72,277.91,277.16,11850400
2025-11-19,276.92,284.55,276.32,282.37,281.61,11179200
2025-11-20,292.21,292.85,276.41,277.5,276.75,15747300
2025-11-21,272.81,278.69,266.82,275.06,274.32,20872800
2025-11-24,273.19,285.06,273.19,284.64,283.87,13570300
2025-11-25,282.73,285.4,273.08,284.68,283.91,13726800
2025-11-26,289.1,292.81,287.73,289.96,289.18,12220300
2025-11-28,292.48,292.67,289.0,291.51,290.73,5515400
2025-12-01,286.92,291.16,283.19,287.68,286.91,7713000
2025-12-02,292.0,294.5,289.18,292.09,291.3,10746400
2025-12-03,292.18,296.62,286.07,295.45,294.65,9599200
2025-12-04,293.98,294.03,290.2,292.93,292.14,6753000
2025-12-05,296.05,300.8,293.25,294.72,293.93,10275300
2025-12-08,301.2,302.62,296.72,301.87,301.06,16643100
2025-12-09,299.99,304.68,298.5,303.41,302.59,11349100
2025-12-10,305.37,313.98,302.5,310.14,309.31,12429200
2025-12-11,305.32,305.84,299.64,304.85,304.85,15028400
2025-12-12,304.28,304.28,290.98,292.04,292.04,19306100
2025-12-15,295.15,295.8,287.55,287.74,287.74,12082400
2025-12-16,287.26,288.46,283.32,286.87,286.87,11418400
2025-12-17,288.53,289.1,275.08,276.96,276.96,16823000
2025-12-18,285.0,287.16,281.75,284.68,284.68,11260300
2025-12-19,286.38,292.17,286.38,288.95,288.95,12735800
2025-12-22,294.67,295.01,291.21,293.28,293.28,6091100
2025-12-23,293.4,297.91,292.2,296.95,296.95,6802300
2025-12-24,297.74,299.16,296.23,298.8,298.8,2753900
2025-12-26,299.9,303.38,298.52,302.84,302.84,5125900
2025-12-29,301.78,304.5,298.65,300.92,300.92,6205100
2025-12-30,302.36,304.55,299.45,299.58,299.58,6190600
2025-12-31,304.0,307.39,303.43,303.89,303.89,8175100
2026-01-02,311.98,321.59,311.7,319.61,319.61,18526900
2026-01-05,330.4,331.25,321.5,322.25,322.25,17446300
2026-01-06,330.22,333.08,324.59,327.43,327.43,15599600
2026-01-07,324.67,326.3,318.54,318.68,318.68,11744800
2026-01-08,324.39,324.5,316.14,318.01,318.01,10850800
2026-01-09,319.83,324.77,318.25,323.63,323.63,12325100
2026-01-12,322.1,333.55,321.06,331.77,331.77,12714800
2026-01-13,332.87,336.42,330.78,331.21,331.21,11473600
2026-01-14,329.86,329.86,324.82,327.11,327.11,11210800
2026-01-15,342.81,351.33,337.92,341.64,341.64,42188500
2026-01-16,346.51,349.85,341.46,342.4,342.4,18246100
2026-01-20,340.79,342.15,326.9,327.16,327.16,22809900
2026-01-21,333.43,333.64,325.68,326.12,326.12,16789800
2026-01-22,333.42,335.05,326.9,327.37,327.37,12801000
2026-01-23,332.07,337.15,331.37,334.87,334.87,12904400
2026-01-26,332.79,335.1,330.23,332.71,332.71,8646400
2026-01-27,336.5,341.25,334.56,338.34,338.34,11298100
2026-01-28,343.03,345.5,338.66,342.3,342.3,12140100
2026-01-29,339.8,343.74,328.2,339.55,339.55,13844800
2026-01-30,335.42,339.9,329.1,330.56,330.56,12028100
2026-02-02,330.76,344.2,329.1,341.36,341.36,12459100
2026-02-03,345.07,347.05,330.02,335.75,335.75,12540000
2026-02-04,335.6,338.8,319.07,325.74,325.74,18176000
2026-02-05,322.82,334.57,319.65,330.73,330.73,14738200
